,st,occ_code,occ_title,tot_emp,h_mean,a_mean,year
14943,MI,87702,Air Hammer Operators,110,16.15,33580,1997
14944,MI,87708,"Paving, Surfacing, and Tamping Equipment Operators",2280,14.44,30040,1997
14945,MI,87711,Highway Maintenance Workers,4130,14.10,29330,1997
14946,MI,87714,Rail-Track Laying and Maintenance Equipment Operators,580,14.87,30920,1997
14947,MI,87802,Insulation Workers,1500,18.44,38360,1997
14948,MI,87805,Sheet Metal Duct Installers,1230,17.78,36980,1997
14949,MI,87808,Roofers,3020,14.99,31180,1997
14950,MI,87814,Structural Metal Workers,2030,19.79,41170,1997
14951,MI,87817,Fence Erectors,900,12.85,26730,1997
14952,MI,87899,All Other Construction Trades Workers,2090,12.08,25120,1997
14953,MI,87902,"Earth Drillers, Except Oil and Gas",500,14.50,30170,1997
14954,MI,87914,"Derrick Operators, Oil and Gas Extraction",110,11.91,24770,1997
14955,MI,87917,Service Unit Operators,130,11.87,24690,1997
14956,MI,87921,Roustabouts,420,10.97,22830,1997
14957,MI,87989,"All Other Extractive Workers, Except Helpers",240,15.31,31850,1997
14958,MI,87999,"All Other Construction and Extractive Workers, Except Helpers",4470,15.44,32110,1997
14959,MI,89000,Precision Production Occupations,**,*,*,1997
14960,MI,89102,Tool and Die Makers,25130,18.79,39070,1997
14961,MI,89108,Machinists,25360,13.81,28730,1997
14962,MI,89114,"Pattern and Model Makers, Metal",170,21.34,44390,1997
14963,MI,89123,Jewelers and Silversmiths,460,12.82,26670,1997
14964,MI,89126,"Precision Hand Workers, Jewelry and Related Products",150,10.59,22040,1997
14965,MI,89132,Sheet Metal Workers,6170,16.50,34320,1997
14966,MI,89135,Boilermakers,260,20.29,42200,1997
14967,MI,89199,All Other Precision Metal Workers,4310,21.19,44080,1997
14968,MI,89308,Wood Machinists,1430,11.37,23660,1997
14969,MI,89399,All Other Precision Woodworkers,640,11.06,23010,1997
14970,MI,89502,Fabric and Apparel Patternmakers and Lay-Out Workers,280,12.46,25910,1997
14971,MI,89511,"Shoe and Leather Workers and Repairers, Precision",400,9.25,19250,1997
14972,MI,89599,"All Other Precision Textile, Apparel, and Furnishings Workers",**,8.28,17220,1997
14973,MI,89706,Paste-Up Workers,240,10.57,21980,1997
14974,MI,89712,Photoengravers,100,15.94,33150,1997
14975,MI,89715,Scanner Operators,200,17.22,35810,1997
14976,MI,89717,Strippers,710,12.78,26570,1997
14977,MI,89718,Platemakers,530,15.51,32250,1997
14978,MI,89719,All Other Lithography and Photoengraving Workers,130,17.00,35350,1997
14979,MI,89721,Bookbinders,290,13.70,28490,1997
14980,MI,89799,All Other Precision Printing Workers,**,12.33,25650,1997
14981,MI,89905,"Precision Molders, Shapers, Casters, and Carvers, Except Jewelry and Foundry",350,9.09,18910,1997
14982,MI,89911,Precision Detail Design Decorators and Painters,**,13.98,29080,1997
14983,MI,89917,Precision Optical Goods Workers,560,10.75,22360,1997
14984,MI,89923,Medical Appliance Makers,510,16.13,33550,1997
14985,MI,89999,All Other Precision Workers,4230,14.70,30580,1997
14986,MI,91000,"Machine Setters, Set-Up Operators, Operators, and Tenders",**,*,*,1997
14987,MI,91105,"Lathe and Turning Machine Tool Setters and Set-Up Operators, Metal and Plastic",6360,15.52,32280,1997
14988,MI,91108,"Drilling and Boring Machine Tool Setters and Set-Up Operators, Metal and Plastic",2820,16.22,33730,1997
14989,MI,91117,"Machine Tool Cutting Operators and Tenders, Metal and Plastic",14390,17.54,36490,1997
14990,MI,91302,"Punching Machine Setters and Set-Up Operators, Metal and Plastic",2010,12.24,25470,1997
14991,MI,91314,"Rolling Machine Setters and Set-Up Operators, Metal and Plastic",**,15.87,33010,1997
14992,MI,91321,"Machine Forming Operators and Tenders, Metal and Plastic",16590,12.81,26630,1997
14993,MI,91502,"Numerical Control Machine Tool Operators and Tenders, Metal and Plastic",5980,13.62,28320,1997
14994,MI,91508,"Combination Machine Tool Operators and Tenders, Metal and Plastic",3400,13.03,27090,1997
14995,MI,91705,Welding Machine Operators and Tenders,5860,13.96,29040,1997
14996,MI,91708,Soldering and Brazing Machine Setters and Set-Up Operators,**,9.00,18720,1997
14997,MI,91711,Soldering and Brazing Machine Operators and Tenders,240,9.09,18910,1997
14998,MI,91714,"Metal Fabricators, Structural Metal Products",1720,12.30,25580,1997
14999,MI,91902,Plastic Molding and Casting Machine Setters and Set-Up Operators,4140,10.03,20860,1997
15000,MI,91908,"Metal Molding, Coremaking, and Casting Machine Setters and Set-Up Operators",1120,14.49,30140,1997
15001,MI,91914,Foundry Mold Assembly and Shake-Out Workers,650,10.96,22810,1997
15002,MI,91921,"Electrolytic Plating and Coating Machine Operators and Tenders, Metal and Plastic",1040,10.10,21010,1997
15003,MI,91923,"Nonelectrolytic Plating and Coating Machine Setters and Set-Up Operators, Metal and Plastic",**,11.31,23520,1997
15004,MI,91926,"Nonelectrolytic Plating and Coating Machine Operators and Tenders, Metal and Plastic",100,12.06,25090,1997
15005,MI,91928,"Heating Equipment Setters and Set-Up Operators, Metal and Plastic",130,14.33,29810,1997
15006,MI,91935,Furnace Operators and Tenders,1460,12.21,25400,1997
15007,MI,92197,"All Other Metal and Plastic (Cutting, Forming, Fabricating, or Processing) Machine Setters and Set-Up Operators",7100,18.68,38860,1997
15008,MI,92198,"All Other Metal and Plastic (Cutting, Forming, Fabricating, or Processing) Machine Operators and Tenders",3600,12.52,26040,1997
15009,MI,92302,Sawing Machine Setters and Set-Up Operators,260,11.57,24070,1997
15010,MI,92305,Head Sawyers,230,10.99,22860,1997
15011,MI,92510,Printing Press Machine Setters and Set-Up Operators,360,13.65,28400,1997
15012,MI,92512,Offset Lithographic Press Setters and Set-Up Operators,1290,14.34,29820,1997
15013,MI,92515,Letterpress Setters and Set-Up Operators,100,14.22,29580,1997
15014,MI,92519,All Other Printing Press Setters and Set-Up Operators,210,14.25,29640,1997
15015,MI,92522,Specialty Materials Printing Machine Setters and Set-Up Operators,320,11.95,24850,1997
15016,MI,92524,Screen Printing Machine Setters and Set-Up Operators,520,10.88,22630,1997
15017,MI,92529,All Other Printing Related Machine Setters and Set-Up Operators,420,11.60,24140,1997
15018,MI,92543,Printing Press Machine Operators and Tenders,3780,12.65,26310,1997
15019,MI,92545,Photoengraving and Lithographing Machine Operators and Tenders,120,10.78,22420,1997
15020,MI,92549,"All Other Printing, Binding, and Related Machine Operators and Tenders",990,10.12,21040,1997
15021,MI,92708,"Extruding and Forming Machine Operators and Tenders, Synthetic or Glass Fibers",200,17.09,35550,1997
15022,MI,92717,"Sewing Machine Operators, Garment",1260,7.84,16310,1997
15023,MI,92721,"Sewing Machine Operators, Nongarment",5350,11.98,24910,1997
15024,MI,92726,"Laundry and Dry-Cleaning Machine Operators and Tenders, Except Pressing",4080,7.30,15190,1997
15025,MI,92728,"Pressing Machine Operators and Tenders, Textile, Garment, and Related Materials",1610,7.88,16390,1997
15026,MI,92908,Photographic Processing Machine Operators and Tenders,1890,9.15,19040,1997
15027,MI,92917,"Cooking Machine Operators and Tenders, Food and Tobacco",230,10.63,22100,1997
15028,MI,92921,"Roasting, Baking, and Drying Machine Operators and Tenders, Food and Tobacco",350,12.91,26850,1997
15029,MI,92935,Chemical Equipment Controllers and Operators,4440,16.72,34770,1997
15030,MI,92947,"Painters, Transportation Equipment",1060,18.42,38310,1997
15031,MI,92951,"Coating, Painting, and Spraying Machine Setters and Set-Up Operators",2300,10.69,22240,1997
15032,MI,92958,"Cleaning, Washing, and Pickling Equipment Operators and Tenders",1090,12.47,25950,1997
15033,MI,92962,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Operators and Tenders",690,14.77,30710,1997
15034,MI,92997,All Other Machine Setters and Set-Up Operators,7890,15.41,32060,1997
15035,MI,92998,All Other Machine Operators and Tenders,34900,13.31,27680,1997
15036,MI,93000,"Hand Occupations, Including Assemblers and Fabricators",**,*,*,1997
15037,MI,93105,Machine Builders and Other Precision Machine Assemblers,7670,17.80,37030,1997
15038,MI,93108,"Fitters, Structural Metal, Precision",620,14.33,29800,1997
15039,MI,93111,"Electromechanical Equipment Assemblers, Precision",2340,13.04,27130,1997
15040,MI,93117,"Watch, Clock, and Chronometer Assemblers, Adjusters, Calibrators, Precision",**,6.87,14280,1997
15041,MI,93197,All Other Precision Assemblers,3110,14.59,30340,1997
15042,MI,93908,"Coil Winders, Tapers, and Finishers",550,16.56,34450,1997
15043,MI,93921,"Pressers, Hand",230,8.09,16830,1997
15044,MI,93923,"Sewers, Hand",100,9.69,20160,1997
15045,MI,93926,"Cutters and Trimmers, Hand",1510,9.28,19300,1997
15046,MI,93935,Cannery Workers,1230,6.37,13250,1997
15047,MI,93938,"Meat, Poultry, and Fish Cutters and Trimmers, Hand",1430,8.65,17990,1997
15048,MI,93941,"Metal Pourers and Casters, Basic Shapes",600,15.05,31310,1997
15049,MI,93944,"Molders and Casters, Hand",510,8.90,18520,1997
15050,MI,93947,"Painting, Coating, and Decorating Workers, Hand",1780,10.83,22520,1997
15051,MI,93951,"Engraving and Printing Workers, Hand",110,8.30,17270,1997
15052,MI,93956,"Assemblers and Fabricators, Except Machine, Electrical, Electronic, and Precision",85890,14.79,30750,1997
15053,MI,93999,All Other Hand Workers,38200,12.73,26470,1997
15054,MI,95000,Plant and System Occupations,**,*,*,1997
15055,MI,95002,Water and Liquid Waste Treatment Plant and System Operators,2680,14.96,31120,1997
15056,MI,95005,Gas Plant Operators,170,20.24,42100,1997
15057,MI,95008,Chemical Plant and System Operators,**,18.54,38560,1997
15058,MI,95014,Petroleum Refinery and Control Panel Operators,**,19.11,39750,1997
15059,MI,95021,"Power-Generating Plant Operators, Except Auxiliary Equipment Operators",580,18.78,39060,1997
15060,MI,95023,"Auxiliary Equipment Operators, Power",180,17.74,36900,1997
15061,MI,95032,Stationary Engineers,680,21.39,44490,1997
15062,MI,95099,All Other Plant and System Operators,5370,14.42,30000,1997
15063,MI,97000,Transportation and Material-Moving Machine and Vehicle Operators,**,*,*,1997
15064,MI,97102,"Truck Drivers, Heavy or Tractor-Trailer",43110,14.67,30510,1997
15065,MI,97105,"Truck Drivers, Light, Include Delivery and Route Workers",41350,10.83,22530,1997
15066,MI,97108,Bus Drivers,3970,9.81,20410,1997
15067,MI,97111,"Bus Drivers, School",15530,11.61,24150,1997
15068,MI,97117,Driver/Sales Workers,8990,10.43,21690,1997
15069,MI,97199,All Other Motor Vehicle Operators,2520,11.72,24380,1997
15070,MI,97302,Railroad Conductors and Yardmasters,820,20.64,42940,1997
15071,MI,97305,Locomotive Engineers,**,21.85,45440,1997
15072,MI,97308,"Rail Yard Engineers, Dinkey Operators, and Hostlers",**,16.50,34310,1997
15073,MI,97317,"Railroad Brake, Signal, and Switch Operators",370,18.19,37840,1997
15074,MI,97802,"Bridge, Lock, and Lighthouse Tenders",270,13.88,28870,1997
15075,MI,97805,Service Station Attendants,3950,7.06,14680,1997
15076,MI,97808,Parking Lot Attendants,1030,6.89,14330,1997
15077,MI,97899,All Other Transportation and Related Workers,3400,11.82,24590,1997
15078,MI,97908,"Oil Pumpers, Except Wellhead",100,13.33,27720,1997
15079,MI,97911,Wellhead Pumpers,140,14.79,30770,1997
15080,MI,97923,Excavating and Loading Machine Operators,2950,15.33,31880,1997
15081,MI,97938,"Grader, Bulldozer, and Scraper Operators",2620,15.42,32070,1997
15082,MI,97944,Crane and Tower Operators,2190,16.64,34620,1997
15083,MI,97989,All Other Material-Moving Equipment Operators,5190,13.32,27710,1997
15084,MI,97999,All Other Transportation and Material-Moving Equipment Operators,670,12.46,25930,1997
15085,MI,98000,"Helpers, Laborers, and Material Movers, Hand",**,*,*,1997
15086,MI,98312,"Helpers, Carpenters and Related Workers",5290,10.23,21270,1997
15087,MI,98313,"Helpers, Electricians and Power-Line Transmission Installers",1700,11.91,24770,1997
15088,MI,98314,"Helpers, Painters, Paperhangers, Plasterers, and Stucco Masons",670,11.36,23630,1997
15089,MI,98315,"Helpers, Plumbers, Pipefitters, and Steamfitters",2410,10.95,22780,1997
15090,MI,98316,"Helpers, Roofers",790,8.81,18330,1997
15091,MI,98319,"Helpers, All Other Construction Trades Workers",1920,12.39,25780,1997
15092,MI,98323,"Helpers, Extractive Workers",320,8.24,17130,1997
15093,MI,98502,Machine Feeders and Offbearers,6900,12.20,25380,1997
15094,MI,98705,Refuse and Recyclable Material Collectors,1770,12.77,26560,1997
15095,MI,98799,"All Other Freight, Stock, and Material Movers, Hand",25470,11.06,23000,1997
15096,MI,98905,Vehicle Washers and Equipment Cleaners,9330,7.96,16560,1997
15097,MI,98999,"All Other Helpers, Laborers, and Material Movers, Hand",65160,10.71,22280,1997
15098,MN,10000,Managerial and Administrative Occupations,,,,
15099,MN,13000,Staff and Administrative Specialty Managerial Occupations,**,19.1,39730,1997
15100,MN,13002,Financial Managers,14400,28.07,58390,1997
15101,MN,13005,"Personnel, Training, and Labor Relations Managers",4560,24.25,50440,1997
15102,MN,13008,Purchasing Managers,4090,21.11,43900,1997
15103,MN,13011,"Marketing, Advertising, and Public Relations Managers",13340,29.53,61410,1997
15104,MN,13014,Administrative Services Managers,5420,23.75,49390,1997
15105,MN,13017,"Engineering, Mathematical, and Natural Sciences Managers",7930,32.14,66850,1997
15106,MN,15000,Line and Middle Management Industry Specific Managerial Occupations,**,22.08,45920,1997
15107,MN,15002,Postmasters and Mail Superintendents,710,21.78,45310,1997
15108,MN,15005,Education Administrators,5470,27.43,57060,1997
15109,MN,15008,Medicine and Health Services Managers,3560,24.75,51490,1997
15110,MN,15011,Property and Real Estate Managers and Administrators,2820,16.81,34970,1997
15111,MN,15014,Industrial Production Managers,5160,26.89,55940,1997
15112,MN,15017,Construction Managers,3830,23.21,48270,1997
15113,MN,15021,"Mining, Quarrying, and Oil and Gas Well Drilling Managers",50,25.64,53330,1997
15114,MN,15023,"Communications, Transportation, and Utilities Operations Managers",3100,25.50,53050,1997
15115,MN,15026,Food Service and Lodging Managers,6450,12.83,26680,1997
15116,MN,15031,Nursery and Greenhouse Managers,110,14.70,30570,1997
15117,MN,15032,Lawn Service Managers,210,11.73,24390,1997
15118,MN,19000,Other Managerial and Administrative Occupations,**,20.17,41950,1997
15119,MN,19005,General Managers and Top Executives,61530,29.10,60530,1997
15120,MN,19999,All Other Managers and Administrators,18870,26.26,54630,1997
15121,MN,20000,"Professional, Paraprofessional, and Technical Occupations",,,,
15122,MN,21000,Management Support Occupations,**,15.43,32090,1997
15123,MN,21102,Insurance Underwriters,2410,21.04,43760,1997
15124,MN,21108,Loan Officers and Counselors,4260,20.95,43570,1997
15125,MN,21111,Tax Preparers,750,13.22,27500,1997
15126,MN,21114,Accountants and Auditors,18970,18.60,38680,1997
15127,MN,21117,Budget Analysts,580,22.63,47070,1997
15128,MN,21199,All Other Financial Specialists,6680,22.02,45810,1997
15129,MN,21302,"Wholesale and Retail Buyers, Except Farm Products",2500,16.75,34830,1997
15130,MN,21305,"Purchasing Agents and Buyers, Farm Products",1080,20.66,42960,1997
15131,MN,21308,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",4340,17.80,37010,1997
15132,MN,21505,"Special Agents, Insurance",460,18.83,39160,1997
15133,MN,21508,"Employment Interviewers, Private or Public Employment Service",1060,18.28,38030,1997
15134,MN,21511,"Personnel, Training, and Labor Relations Specialists",7330,18.06,37560,1997
15135,MN,21902,Cost Estimators,3490,19.15,39840,1997
15136,MN,21905,Management Analysts,1730,24.77,51530,1997
15137,MN,21908,Construction and Building Inspectors,680,21.10,43880,1997
15138,MN,21911,"Compliance Officers and Enforcement Inspectors, Except Construction",2660,20.27,42160,1997
15139,MN,21914,"Tax Examiners, Collectors, and Revenue Agents",1090,22.14,46050,1997
15140,MN,21917,Assessors,430,17.44,36270,1997
15141,MN,21921,"Claims Examiners, Property and Casualty Insurance",890,21.17,44030,1997
15142,MN,21999,All Other Management Support Workers,19030,18.56,38610,1997
15143,MN,22000,Engineers and Related Occupations,**,*,*,1997
15144,MN,22105,"Metallurgists and Metallurgical, Ceramic, and Materials Engineers",150,23.53,48940,1997
15145,MN,22114,Chemical Engineers,480,28.17,58600,1997
15146,MN,22121,"Civil Engineers, Including Traffic",2390,22.97,47780,1997
15147,MN,22126,Electrical and Electronic Engineers,5790,25.95,53980,1997
15148,MN,22127,Computer Engineers,4670,27.38,56950,1997
15149,MN,22128,"Industrial Engineers, Except Safety",2670,24.76,51500,1997
15150,MN,22132,"Safety Engineers, Except Mining",340,22.80,47420,1997
15151,MN,22135,Mechanical Engineers,4360,24.00,49920,1997
15152,MN,22199,All Other Engineers,9770,26.42,54960,1997
15153,MN,22302,"Architects, Except Landscape and Marine",1490,22.01,45770,1997
15154,MN,22308,Landscape Architects,330,21.91,45570,1997
15155,MN,22311,Surveyors and Mapping Scientists,430,19.91,41410,1997
15156,MN,22502,Civil Engineering Technicians and Technologists,2580,17.09,35550,1997
15157,MN,22505,Electrical and Electronic Engineering Technicians and Technologists,7680,16.79,34910,1997
15158,MN,22508,Industrial Engineering Technicians and Technologists,710,17.58,36580,1997
